semi-literate,1,9
book,1,4
multiple-perspective,1,3
log file visualization,1,12
intuitive use,1,1
structured audio,1,10
occlusion,5,69
full interaction,1,0
awareness,92,1669
life-log,1,0
beneficial interruption,1,1
input and interaction technologies,14,215
user interface models,2,13
tooltips,2,4
object manipulation,5,31
objects,2,5
6dof input devices,1,14
intelligence,2,4
itunes,2,42
news aggregator,1,0
visual support,1,0
religious technology,2,30
computer-supported collaborative learning (cscl),3,36
obstacles to user involvement,1,13
ethnography/ethnographic studies,2,57
subjective usability,1,3
collaborative responsibility,1,4
enterprise software,3,0
steering,3,7
conference call,1,1
physical navigation,1,18
network-spanning applications,1,0
design for the elderly,1,1
access regulation,1,146
covering arrays,1,1
spatial data,1,4
international cooperation,1,0
3d display mode,1,1
language/action,1,5
senior education,1,0
mathematical modeling,1,0
activity-centric collaboration,2,32
hierarchical video editing,1,0
computer algebra systems,1,1
dating,1,0
mobile interface,2,8
studies of dynamic user interfaces,1,16
document use,1,27
functional structure,1,0
light-based input,1,2
location based data,1,1
e-solution,1,0
deskpad,1,0
implicit structure,1,1
data protection,1,15
qualitative evaluation,2,5
mobile projection,1,0
imagery systems,1,0
small displays,2,7
ubiquitous display environments,1,0
computerized work environment,1,0
teslatouch,1,0
paper user interfaces,1,1
homeless people,1,0
automatic sensing,1,0
e-mail client,1,5
depth sensing camera,1,0
integrated environment,1,2
technology acceptability,1,2
gamification,3,0
cscw,163,2754
metaphors of human thinking,2,20
visual auditory-interface,1,1
tourists,1,0
hand posture recognition,1,0
native language californiaptchas,1,0
interdisciplinary methods,1,0
distance education,4,6
processes,2,3
stabilization,1,0
monitor,3,23
activity tracking,1,5
model-based interface design,1,11
small animal phobia,1,0
distributed cognition,14,18
video surrogates,2,13
cscp,1,36
visual snippets,1,8
social cognition,1,5
cscl,8,89
driver licenses,1,1
database visualization,1,0
medical application: intensive care units,1,12
automated evaluation,2,2
aesthetics,18,143
construction planning,1,0
synchronous chat,1,4
theory in practice,1,2
critical incident,1,33
cultural probe,1,0
physiological sensors,2,16
fitts' paradigm,1,0
group and individual differences,1,0
technology transfer,4,1
compactness,1,0
conversational interfaces,4,19
hcc,1,0
cursor studies,1,0
event space,1,0
activity,9,39
hci,77,111
voice synthesis,2,0
music,32,154
interactive surface technology,1,0
news headlines,1,0
permaculture,1,1
shared environment,1,0
interactive controls,1,1
query log analysis,2,23
tech support,1,0
human-to-computer speech communication,1,0
social network game,1,0
psychophysiological signals,1,0
interactive voice response (ivr),1,0
usability studies,2,34
search user interfaces,3,34
attentive agents,1,65
distributed scaffolding,1,0
online game,2,10
virtual acoustic environments,2,8
paper metaphor,1,2
heavyweight,1,9
filtering,5,39
banner ads,3,14
shared workspaces,3,30
computer based treatment,1,1
computer supported collaborative working,1,0
doctors,1,0
hand-held device,2,11
sexual health,2,2
line matching,1,1
recontextualization,1,0
transfer,1,0
precise selection,1,0
social intuition,1,4
shared attention,1,0
conversational characters,3,97
activism,4,13
workgroup,1,0
social accounting,1,20
touch interface,4,0
sound editing,1,0
facial image morphing,1,0
education in hci,1,0
collaboration networks,1,5
focus+context technique,2,156
n-tuples,1,6
proxy targets,1,19
personification,2,10
software development principles,1,2
layout techniques,1,0
eula,1,0
multi-person interactive informal storytelling,1,17
scaffolded integrated tool environments,1,9
e-participation,1,0
gesture interfaces,3,18
hierarchy,3,22
airline,1,1
presentation assistant,1,0
keyboards,2,14
third places,1,3
user-subjective,1,0
search engine,2,7
rating scale,1,0
interactive software,1,9
authoring,8,37
social experiences,1,4
storyboarding,2,2
social search,6,38
social psychology,5,279
presentation design,2,12
efficiency,9,103
meuroscience,1,3
fisheye usability,1,13
automatic text summarization,1,1
reminders,2,3
audio-visual tracking,1,0
strategic futurism,1,0
motivations,2,156
ecosystem,1,0
central vision,1,2
3d data visualization,1,2
image tagging,3,2
informatin access,1,10
device association,1,0
virtual possessions,1,0
deployment methods,1,0
note sharing,1,1
quantitative concept diagrams,1,0
medicine,5,6
dog-like robot,1,0
design prototyping,1,33
pen-based systems,2,13
pleasure,1,7
reading online,3,124
printing,3,48
eyetracking,4,71
semaphoric gestures,1,3
force gestures,1,0
scrolling,16,133
document processing,1,33
online maps,1,2
home electronics,1,1
reflective analysis,1,18
digital games,1,4
computer ethics,1,21
e-communities,1,1
news distribution service,1,6
effectiveness,4,73
sand animation,2,0
social context of computing,1,5
teaching expert systems,1,0
pattern-based design,1,1
special effects,1,0
integrality,2,26
teletable,1,2
inquiry learning,2,7
preattentive cues,1,0
shared visual space,3,18
cognitive prosthetics,1,16
night,1,0
stem,1,0
visual feedback,4,23
multi-user games,1,1
human computer interface,1,0
technology probe,2,4
emotional disorders,1,5
digital photographs,4,197
personal photos,1,1
pen-based ui,1,9
multi-media,7,143
3d user interface,2,6
broadband tools,1,0
pressure discretization,1,6
multiparty conversation,2,7
digital paper,3,5
convergence,3,3
public performance,1,0
digital photography,11,279
surface effect,1,1
patterns in development,1,19
temporal scripts,1,16
responsibility,2,0
musical performance,3,0
software component,1,8
reporting tools,1,7
selective-attention task,1,0
distributed human computation,1,0
organizing,1,0
distributed intelligence,1,5
swipe,1,5
stiffness,1,1
reference models,1,2
messages,1,0
methodologies,6,24
team coordination,1,1
air pressure,1,3
machine-learning,1,12
time series,4,19
professional development tools,1,0
thanatosensitivity,2,8
digital media adapters,1,0
path selection,1,0
physical devices,1,4
usability testing methods,1,8
identity management,1,8
cyprus,1,0
bluetooth applications,1,4
challenge,1,6
lighting,1,6
audio games,2,0
three dimensional navigation,1,5
design materials,1,0
weight management,1,12
user experiences,1,0
perceptual maps,1,0
ambient,3,9
information re-finding,1,0
eyeball movement,1,8
chronic disease,1,8
gpl,1,7
mobile robot,1,4
database query,3,241
signed networks,1,12
real-time feedback,1,2
gps,20,102
group messaging,1,8
tangible computing,4,64
flickr.com,1,27
multi-party conversation,1,0
gaze based interaction,1,1
predictive interface,5,61
surfaces,1,2
multimodal systems,2,1
imaging,1,0
visual texture,1,6
graphical organizers,1,0
interaction devices,2,9
social agents,2,36
natural language generation,1,6
windows ce,2,21
two-handed,1,0
web navigation,7,38
research publication,1,0
ngomsl,2,0
color histogram,1,2
aluminum can,1,0
soft interfaces,1,12
fingertip interaction,1,31
text input,18,139
interactive museum,1,38
color-change,1,0
live video,1,11
feminism,3,5
uncertainty,7,27
object segmentation,1,58
packet switching,1,0
computational meeting place,1,10
norms,2,33
focal point,1,31
user navigation,1,3
photo diary studies,1,7
sensors,29,106
ephemeral emotions,1,9
electricity feedback,1,0
vision impairment,2,9
synchronized displays,1,5
social-personal information management,1,2
creative design work,1,1
virtual reality (vr),1,3
novel input,1,79
involvement,1,23
process-based scaffolding,1,0
screen formatting,1,15
cross-modal interaction,1,0
smart artefacts,1,7
standard staircase,1,8
multimedia tools,2,0
gui,13,80
motor interface,1,51
shadow,3,8
multi-user environments,2,11
phone-based interfaces,2,9
eigen-space,1,7
musical instruments,3,10
tactile representation of landmarks,1,0
gsr,1,34
structured design methodology,1,4
query dialogue,1,3
usability measures,2,87
hover widgets,1,26
fluid interactions,1,40
life-like character,2,3
adaptive preferences,1,0
visual information retrieval,1,3
ui design process,1,15
avatar-mediated interaction,1,4
business systems redesign,1,0
play dough,1,0
transport,1,1
pointing tasks,2,0
cross-cultural communication,6,47
gui testing,1,1
rationale,1,1
levels-of-processing,1,17
professional identity,1,0
product management,3,3
new sociability,1,0
recordings,1,0
activity-based computing,2,26
dynamic speedometer,1,3
contribute,1,0
i*catch,1,2
severity ratings,1,25
hci professional education,1,1
web tasks,2,8
usability report,2,20
measuring business value,1,0
degree-of-interest,1,0
user generated content,6,14
feature retrieval,1,4
crt display,1,9
informal interaction,2,337
discrete,1,5
physiological,1,1
system evaluation,2,14
whole hand input,1,5
web sessions,1,1
structured light,1,0
in-car communication,1,0
touchpads,5,46
topic-spotting,1,3
scheduling,6,60
graphic interaction,1,0
video protocols,1,46
mouse input,1,14
programming by demonstration,22,254
foursquare,1,0
situated computing,3,32
audience participation system,2,0
cognitive psychology,7,30
visual tags,1,9
web portal,1,7
video use,1,0
operating systems,1,17
access time,1,5
erase,1,2
creative photography,1,4
human-machine interfaces,1,0
automatic transformation,1,0
persuasive games,1,0
notations and models,1,0
acceptance,1,0
cover sheets,1,1
judgement and decision making,1,3
blood pressure,1,2
laptops,2,0
keyword,1,1
chat on photos,1,5
platform games,1,0
color vision deficiency,1,0
gambling,1,7
structured walkthroughs,1,12
cogknow,1,0
perceived performance,1,0
'mediated reality',1,0
opinion mining,1,0
hotmail,1,12
picture-in-picture,1,18
iesup,1,0
spectator interface,2,8
rapid serial visual presentation,2,4
dogs,2,0
volumetric data,1,0
tangible & ambient ui,1,0
semantic depth of field,1,0
animation authoring tools,1,49
personality,10,121
tilt sensors,1,0
situated cognition,4,46
alpha blending,1,22
tangible programming,2,19
online creative collaboration,1,0
multidisciplinary,2,2
movement time model,1,8
mental effort,1,27
portfolio,1,0
affective relationships,1,2
architectural space,2,204
social filtering,7,57
graphical browsers,1,21
transparent overlay,1,17
conceptual model,6,1
semantic indexing,1,1
ibc,1,0
binding,1,0
multimodal i/o,1,38
novel devices,1,5
online social newtorks,1,3
decision theory,2,152
collaborative coupling,1,31
trial-and-error,1,0
situationally appropriate interaction,3,137
human-media interaction,1,0
dj,2,17
algorithm visualization,2,4
political blogs,1,2
organizational impact,2,50
interactive information retrieval,1,41
fa,1,7
quantitive performance model,1,19
computer aided note-taking,1,13
poland,3,3
hacking,1,0
class libraries,2,0
user study,73,779
notes,2,80
socialized mental models,1,0
structured design,2,0
provocative games,1,0
blind and visual impaired people,1,0
hybrid practices,1,0
errorproneness,1,0
rehabilitation technologies,1,1
contextual communication,1,28
socio-technical systems design,1,0
mixed-initiative interaction,1,6
age-related macular degeneration (amd),1,3
tangible user interfaces,38,320
computing paradigms,1,0
liberal,1,0
end-user development,1,5
virtual peer,1,0
group identity,2,0
pinyin method,1,6
non-interactivity,1,4
gaming for good,1,0
longitudinal study,11,44
weblogs,2,20
programming plans,1,6
cd,1,1
computer supported cooperative work,19,99
featurism,1,36
paper-digital boundary,1,0
ict,5,44
user-interface guidelines,2,1
choreography,2,5
spoken language systems,1,5
statistics,5,25
software development process,1,13
emotion detection,2,6
wireless technology,1,0
facial and gestural expressions,1,0
ice,1,0
healthy eating,1,0
baton,1,15
disconnection,1,10
graphical history,1,69
global usability,1,0
prediction,2,2
ar,1,1
chronically homeless,1,0
focus-of-attention,1,0
art history,1,8
interactive problem-solving,1,2
autostereoscopic display,1,3
visual ability,1,10
haptic inheritance,1,23
relationship marketing,1,1
doom,1,17
outdoors applications,1,22
argumentation,3,10
design dimensions,1,5
visual information seeking,1,0
social interactions,2,36
computer supported cooperative play,2,0
multi-resolution tabletop interaction,1,4
knob,1,6
mobile multiplayer games,2,55
hotjava views,1,1
commitment,2,21
repeated marking,1,33
visual analytic task,1,0
interaction across physical and virtual meetings,1,2
textual interfaces,1,6
pause removal,1,37
pd,1,0
intermittent automation,1,11
personal web browsing history,1,2
delay,1,0
common ground,9,80
spatial representation,2,11
information disclosure,3,44
chronic care,1,0
click,1,25
visual appbuilder,1,1
physical, tactile, and haptic uis,1,121
hci research groups,1,1
physical context,1,0
acoustic serial scanning,1,0
novices,1,0
optiportal,2,1
toolglass,4,161
gas mask,1,0
cursor control,4,23
electronic notebook,2,65
reading detection,2,11
personalize,1,0
content segmentation,1,1
appreciation,1,0
web accessibility,6,36
vibrotactile feedack,1,4
information processing,2,20
e-book,2,14
teaching,4,0
nc,1,1
captcha,1,0
organisatins,1,40
affective interfaces,3,15
technology,11,4
personal informatics,4,4
palette,1,79
imf,1,40
hand shape,1,13
copresence,1,31
auxiliary nurse midwife,1,18
fatigue,1,0
distributed groups,3,6
ui software engineering,1,0
on-screen keyboards,1,0
ui design patterns,1,3
contexts,1,0
pocketpc,1,1
web browsing histories,1,1
remembering,2,21
medical trial,1,0
proxy servers,1,1
sex toys,1,0
